31,4,-57.989784,-34.9420959,media
31,5,-57.9887535,-34.9410405,media
31,6,-57.9875512,-34.9417441,media
31,7,-57.9865637,-34.9409702,media
31,8,-57.9873795,-34.9400203,media
31,9,-57.9865637,-34.9393167,media
32,1,-57.9857908,-34.9498349,alta
32,2,-57.9826563,-34.9469857,alta
32,3,-57.9895264,-34.9420256,alta
32,4,-57.9905998,-34.9427995,alta
32,5,-57.9895264,-34.9436438,alta
32,6,-57.9915015,-34.9457193,alta
32,7,-57.9857908,-34.9498349,alta
33,1,-57.9899128,-34.9418145,alta
33,2,-57.9930473,-34.939563,alta
33,3,-57.9910722,-34.9375225,alta
33,4,-57.9899558,-34.9383669,alta
33,5,-57.9888823,-34.9375577,alta
33,6,-57.9867354,-34.9390705,alta
33,7,-57.9899128,-34.9418145,alta
